,Rating,Date,Taken,Helpful,Review,Drug,Condition,Major Interaction,Moderate Interaction,Minor Interaction,Dosage
17,6,"December 1, 2019",Taken for less than 1 month, 12,"“This drug has made my nose so dry and feel so weird every time I take it. You ever have that awful feeling where you feel like your nose is full of hard boogers, but yet there’s nothing in there? Drives me insane! Additionally, I have had thin bloody and scabby boogers, and my nose just feels like it needs to be filled with chapstick. Not a fan, but it definitely helps with asthma. I was prescribed montelukast with prednisone so hard to tell if the tired fatigue symptoms were from pred. or mont. Haven’t had the depression symptoms I’m reading here though. None whatsoever. I can’t imagine staying on this drug for more than 2 weeks.”",Montelukast,Asthma,0,84,0,oral
18,10,"November 24, 2019",Taken for 2 to 5 years, 18,"“I have been on Singular for six years.  I have asthma and allergies that get worse every year.  I had episodes where my throat would start closing and I could not breathe.  They are nearly gone since I started singular at night.  I did gain weight, and I do have night terrors, but I have not experienced any other symptoms.”",Montelukast,Asthma,0,84,0,oral
19,1,"November 22, 2019",Taken for 6 months to 1 year, 33,"“Yes, the anxiety and depression are absolutely side effects of montelukast. The weight gain and the anger too. I think if you are a younger person at all or a woman who already gets mood swings or related side effects from birth control, stay away from montelukast!”",Montelukast,Asthma,0,84,0,oral
20,10,"November 21, 2019",Taken for 1 to 6 months, 11,"“I been taking the medicine about 6 month ago because I had seasonal allergies but side effect including weight gain so I stop taking montelukast today for good. I didn’t have bad side effects, sore throat and makes your skin itchy like you have a rash after medication hopefully I can start losing weight since I’m taking Montelukast anymore!!!”",Montelukast,Asthma,0,84,0,oral
21,10,"November 12, 2019",, 15,"“This genuinely changed my life. 32 and have chronic asthma/allergies/eczema, since birth. I could barely move most days, it was disabling. I was on the top dose of steroids and they weren’t controlling it. I’d be in hospital with attacks and just generally living a horrid life not being able to breath. I can’t tell you how Amazing it is to be able to exercise, go on walks, keep up with people, not wake up numerous times every night needing inhalers and forever worrying, trying to stave off going the doctors/hospital. I just wish I’d been put on them sooner and I might not have wasted my 20s! Still use inhalers but much less, my asthma is still there, but is ‘controlled’ along with proactive behaviour (dust/chemical avoidance etc) something I never thought I’d be able to to do. Also on fexofenidine once a day for anyone needing help to figure out what might help them. No side effects for me - lost weight but that’s because I can now move.”",Montelukast,Asthma,0,84,0,oral
22,9,"October 30, 2019",Taken for 1 to 6 months, 15,"“I started taking this medicine montelukast May 2019 on Labor Day weekend for asthma.  To make long story short it is now October, and I officially got diagnosed with severe allergy induced asthma.  I used advair pump daily and take this Montelukast  along with strong allergy meds and then more allergy meds. I haven’t been to ER ever since I was in this montelukast.

My concern is serious gain weight.  I am a soldier and I’m pretty active I weight lift and CrossFit...besides not being able to run when I was having asthma attacks I still do serious weight lifting.  I’ve never weighed in past 150lb in my entire adulthood.  Now I've lost my abs and now have a 31 inch waistline from 28inch.

I was also getting daily muscle spasm in my hands and feet and they are painful (I thought I was dehydrated) 

Today I quit taking this montelukast...I  love that it helped my sudden asthma but I quit smoking”",Montelukast,Asthma,0,84,0,oral
23,4,"October 17, 2019",Taken for 2 to 5 years, 35,"Singulair (montelukast):			“I was on singulair for a couple of years and I have depression with tremors/muscle spasms. Since stopping the meds, the pain in my back next to my lungs has returned but depression is getting better. Tremors are still happening after 2 weeks of not being on this.”",Montelukast,Asthma,0,84,0,oral
24,1,"October 8, 2019",Taken for 1 to 6 months, 80,"Singulair (montelukast):			“I would give this med a zero if allowed. It made me have night terrors, depression, and thoughts of harming myself. I do not recommend it and believe it needs a black box warning.”",Montelukast,Asthma,0,84,0,oral
25,5,"October 7, 2019",, 24,“Day 4 of taking this and I decided to venture online to see if I’m crazy for feeling the way I feel. I feel as if I can breathe- but it feels difficult to. I have more anxiety - and fast heart rate. Before the medicine I would wake up with a lot of phlegm in my throat- I do wake up without any on this medicine. Yesterday I had bad thoughts about isolating myself from my family. Don’t think I will Continue this medicine. At the end of the day it’s chemicals we are putting into our bodies and nothing natural. Sometimes it would do more bad than good.”,Montelukast,Asthma,0,84,0,oral
26,1,"September 26, 2019",, 36,"“My daughter had her life ruined by this drug! Had I known I wouldn’t of gave it to her! It was good for the asthma at night at first, then she started having nightmares, odd behaviour, aggressive & hyper,the asthma nurse said it was a phase & put the dose up,the next day she was suffering with awful headaches and started to hallucinate..wouldn’t go out in public & ran into oncoming traffic because her brain told her to, had panic attacks, admitted to hospital for the headaches I mentioned the drug they ignored it, took her to doctor who prescribed it to her and he said the drug had crossed the brain barrier causing inflammation and prescribed antibiotics..discontinued it..improvement but my girl will never be the same again..she’s now diagnosed with severe anxiety, ocd & spd..under cahlms, mental health, had school counselling..and still to this day no help with withdrawal didn’t go into any detail no doctor nurse or pharmacy will acknowledge that this drug has done this to my girl”",Montelukast,Asthma,0,84,0,oral
27,3,"August 26, 2019",Taken for less than 1 month, 29,"Singulair (montelukast):			“I was prescribed this medicine to help with my reaction to my allergy shots. And it does help with that but with a major side effect. I am an anxious mess the entire day. I have been walking around trying to avoid taking a Xanax but after running,  lifting weights, deep breathing, meditating, and laying down, I finally had to take it. I think next time I'll just deal with the reaction on my arms.”",Montelukast,Asthma,0,84,0,oral
28,7,"August 17, 2019",Taken for 1 to 6 months, 38,"“I have noticed a lot of bloating and hot flashes on montelukast.  I do feel like it helps with the cough I get from allergies and shortness of breathe.  On the other hand, I have been gaining unexplained weight and extremely tired!!!”",Montelukast,Asthma,0,84,0,oral
29,5,"August 8, 2019",, 13,"“I have feline induced asthma. I not longer wanted to use steroidal inhalers such  as Qvar. A healthcare professional recommended Singular.  My local healthcare provider's pharmacy carries the montelukast equivalent.

I noticed good results from day one. I was able to put the inhalers away for several weeks at a time. As long as I continued to take the montelukast each day I obtained excellent results. I couldn't believe it. I could easily tolerate the side effect of the bizarre and troubling dreams.

After taking montelukast  for seven months or so, the medication simply lost its effect completely. I was back on the rescue inhaler. The inhaler increases the chances of contracting bacterial infections like bronchitis and pneumonia, especially when used heavily.

Another healthcare professional told me it is certainly possible to build up a tolerance to montelukast. She suggested Claritin Zirtec, or Allegra. I do not know which one will produce the best results or if all three are similar.”",Montelukast,Asthma,0,84,0,oral
30,,"July 17, 2019",Taken for less than 1 month, 9,"“I have been on montelukast for two weeks. It helps the asthma at night, not as much during the day. I am still having to use my inhaler. I am having terrible pains in my legs and my legs, feet and ankles are very swollen. I stopped it one day and the pain and swelling got better, so I started back on the drug again. I am at the point where my swelling and pain is so bad that I will be stopping the pill today. This is frightening. I will be calling my doctor and asking for another remedy.”",Montelukast,Asthma,0,84,0,oral
31,1,"July 1, 2019",Taken for 1 to 2 years, 18,"“my daughter is 4 years old and developed these behaviors Over the course of 18 months. we were not informed about any of these side effects and no monitoring was done either.
Extreme fear
Eczema 
Vivid Nightmares 
extreme fear of sleeping
Facial infections 
Sleep disturbance 
Bed wetting
Burning genitals and eyes 
Anxiety
Depression 
Aggression/ hostility
Attention problems
Bad dreams
Hallucinations 
Hearing voices
Irritability
Memory problems
Headaches
Sore throat
Cough
Stomach pain
Skin infections
Runny nose 
Itching genitals
Confusional state
Crying inconsolable
Difficulty concentrating
Difficulty drawing 
Intentional self-harm
Irrational fear of the dark
Growling and hissing
we assumed all this was normal behaviour for our, at the time 2 - 3 year old daughter.
I wouldn't recommend this drug at all without proper monitoring”",Montelukast,Asthma,0,84,0,oral
32,5,"June 23, 2019",Taken for 1 to 2 years, 35,"“Worked brilliantly to improve my asthma and my daughters asthma, who was also prescribed it.
Unfortunately both my daughter and I, gained an incredible amount of weight whilst on the medication, which is terribly difficult to shed.”",Montelukast,Asthma,0,84,0,oral
33,10,"June 12, 2019",Taken for 1 to 6 months, 16,"“I was diagnosed with allergies/asthma at 3 I’m now 44. I started smoking at 17 and since never real had attacks unless I caught a cold.  I got sick last fall with what we thought was bronchitis. I quit smoking I was so bad. For the next 6 months I was at the ER 6 times and on prednisone 5 times. I was told to give it time for my lungs to heal. Last month my brilliant new doctor put me on this medication. I can’t say enough about how this has helped me. I can actually feel it working. This may sound crazy but I will start to feel my chest start to tighten then it stops. Where as before when I would feel it tighten up I would start wheezing and coughing. I have not had any issues with side effects but I’m already on Prozac. At this time, as out of control my asthma was, I would live with nightmares if I had to. For myself this medication is as important to me as air!!”",Montelukast,Asthma,0,84,0,oral
34,,"June 10, 2019",Taken for 1 to 6 months, 56,"Singulair (montelukast):			“1.5 months on Singulair and so far very happy.   I  have not had asthma flareup since beginning Singulair.   This is a big deal for me after 1 year of regular flareups.   I rarely need to use my Ventolin, still on Breo daily.    I can breathe through my nose which is very new for me  :) The earlier reviews scared me, but so far no issues with anxiety.  I did have some weird dreams at first, but that has lessened.    I'm very glad for the progress so far.”",Montelukast,Asthma,0,84,0,oral
35,,"May 22, 2019",Taken for 1 to 2 years, 19,"“I have taken this medicine for about 2 years. I do not know if it has helped me because my asthma is not bad all the time. I do know that I used to have bad panic attacks when I was young (62 now) and they went away. I have had several surgeries in the past two years so I thought my anxiety was due to my heath issues. Today again I had a anxiety attack and suicidal random thoughts for no reason! I finally read all the side effects for my meds. The only one that has  these psychosis word warnings is this one!!!!!!!!!! I am mad,,, I will go off it tomorrow.. I don't need to take something confusing me and making me psychotic  Beware  of this medicine!!!!!!!!!!!!!!!!!!!”",Montelukast,Asthma,0,84,0,oral
36,1,"May 12, 2019",Taken for 5 to 10 years, 25,"“My seven year old son was given montelukast  from the age of 2 for his asthma.
We were not told of any side effects at the time.
Although since an increase in his medication from the age of  six we noticed a massive change in his behaviour.
He went from such a happy, outgoing child to the complete opposite.
Constant mood swings, aggressive, angry all the time, hating himself, terrible nightmares to the point we can not get him to go to bed.
We became that desperate trying to help him we even looked into seeing a therapist when my mum just by chance seen a newspaper article on montelukast explaining someone’s terrible experience and how it changed them mentally and emotionally. 
We have just stopped him taking the drug after all these years and seeing my happy boy coming back.
Just wish I had read up on it sooner.”",Montelukast,Asthma,0,84,0,oral
37,10,"April 2, 2019",, 15,"“Great medication I use to wake up gasping for air every night. My allergy Doctor gave me this with an inhaler. I take this medication at night. It will make you sleepy.  It has been 3 years and no side effects. But, I do wake up very rarely gasping. But, this is only during allergy season when pollen count is extremely high.”",Montelukast,Asthma,0,84,0,oral
38,10,"April 1, 2019",, 13,“I have been coughing for 2 months when my doctor said I have asthma and he recommended  this meds. He did say it might take awhile to completely take coughing away but in 1 week timed its gone... my meds for 30 days is not consumed... this meds is great!”,Montelukast,Asthma,0,84,0,oral
39,5,"February 18, 2019",, 16,"“tl;dr version. Monetlukast definitely worked as a maintenance medication but had unpleasant side effects after prolonged use.

Lifelong asthmatic but for the last 10+ years, my asthma has been under control with Asmanex. Started struggling with allergy-induced asthma late 2018, needing a rescue inhaler multiple times every day. Doctor prescribed montelukast pills in addition to doubling Asmanex and my issues have definitely dissipated since early January. I went to single Asmanex alongside the montelukast and have been breathing fine. Its far more affordable (~$10/month) compared to the doubled Asmanex (~$50/month) but in the last few weeks, I have been incredibly exhausted and achy. Sleep has been difficult and I feel very mentally clouded. I suffer from anxiety normally, but have not had any symptoms with regard to that. If anything, I'm too exhausted to be anxious.”",Montelukast,Asthma,0,84,0,oral
40,9,"January 24, 2019",Taken for 6 months to 1 year, 59,"Singulair (montelukast):			“I started with singulair a few months ago.  
Before taking it I would be awakened with wheezing, nasal congestion and just feeling like I could not get enough air. It has been a wonder drug, immediately all the asthma symptoms at night were relieved and stopped the early morning coughing. I occasionally have short term wheezing but nothing like previously and so far no side effects.”",Montelukast,Asthma,0,84,0,oral
41,1,"January 11, 2019",Taken for less than 1 month, 21,"“I experienced horrific side effects from this drug.  After about 4 days of taking it, I developed anxiety and depression, body aches and extreme feeling of tiredness.  I stopped taking it right away, but I had flu-like symptoms for the next 5 days or so, where I could not even get out of bed.  I'm now on day 9 off the drug, and am slowly getting back to myself but still feeling quite tired, sleepy and anxious.”",Montelukast,Asthma,0,84,0,oral
42,1,"December 3, 2018",Taken for less than 1 month, 21,"“I took Montelukast for 9 days before bedtime. I was having frequent common cold, so my doctor prescribed me Montelukast as an alternative to Levocetirizine. My Asthma is not so serious as I only use the Revolizer and not the inhaler. I'd advise everyone to not use this med as it has some serious side effects. After taking the first few tablets, I started feeling anxious and I experienced breathing problems. I visited the doctor and he said that I shouldn't have any breathing problems as my lungs were fine. Then I checked for the side effects of Montelukast and found out it has a lot, so I consulted with my doctor and he removed Montelukast from the prescription. It's been 5 days since I dropped that drug and I still feel anxious and difficulty in breathing at times. Reading others reviews have helped and now I'm just going to wait till this anxiety goes away. I just hope that it goes away, this anxious feeling is getting on my nerves.”",Montelukast,Asthma,0,84,0,oral
43,5,"December 2, 2018",Taken for less than 1 month, 22,"“I started this medication when I was diagnosed with pneumonia.  I thought my gas, bloating, fatigue and weakness were from the antibiotics but even after finishing them the bloating etc got worse so I am guessing it is the Singulair.  I don’t think I really need it so I will stop taking and hopefully feel better.  After reading all of the information on anxiety and depression ( which I have had for 30 years) I am shocked my Dr. put me on this.”",Montelukast,Asthma,0,84,0,oral
44,1,"November 14, 2018",, 28,"“I took montelukast for about 8 months and that’s when my nightmare began. I was so anxious and crying all the time with vivid dreams. It really did help my asthma but the side effects make you feel like you are losing your mind. I am 42 yrs old and have always been active, happy, and the first to be up to do anything. It’s has been 4 months since I stopped taking this horrible medicine and I am just beginning to feel back to my old self. I warn everyone please be careful with this medicine. It works to control your asthma but be aware of your mood changes and tell your dr right away.”",Montelukast,Asthma,0,84,0,oral
45,3,"October 15, 2018",Taken for less than 1 month, 16,"“I went on montelukast three weeks ago.  I have had no prior mental difficulties, anxiety or depression. Three weeks later I’m experiencing agitation,  anxiety,  nightmares (which I haven’t had since I was a child, I’m a 52 year old woman.  I’m irritated and my thoughts race. As far as those racing thoughts... I seem to get obsessed on a subject and I can’t stop googling and looking and checking and doing something related to that topic! Every day it’s something new to obsess over. 
A close friend who is a psychologist looked at the side effects of montelukast and said CALL YOUR DOCTOR. NOW. 
She also gave me the phone number of a psychiatrist. 
I called both my pulmonologist who prescribed and the psychologist. 
Ugh. 
This stuff works wonderfully, but quite seriously I’d rather just cough and have asthma attacks.”",Montelukast,Asthma,0,84,0,oral
46,10,"September 28, 2018",Taken for 2 to 5 years, 21,"“This drug gave me back my life. I have cough variant asthma and flare ups would last for months. I would have violent coughing several times an hour. This takes the ""itch"" or ""tickle"" away so I no longer feel like I need to cough. It also helps with the feeling I need to clear my throat. A godsend.”",Montelukast,Asthma,0,84,0,oral
47,1,"September 17, 2018",Taken for 1 to 6 months, 23,"“I have been taking montelukast for three months, I persisted with the vivid nightmares, irritability, anxiety and depression because it was so effective for my asthma.
Family, friends and work colleagues noticed my mood change and my inability to be happy.
The weight gain was another unwanted side effect. The prolonged and worsening side effects have forced me to stop taking it.”",Montelukast,Asthma,0,84,0,oral
48,10,"September 12, 2018",Taken for 1 to 2 years, 9,"“I have always struggles with asthma, especially with exercise and colds. This helped me a lot day to day but also with my asthma. Most of all, it prevents my colds from damaging my lungs from coughing.”",Montelukast,Asthma,0,84,0,oral
49,3,"August 24, 2018",, 31,"“I took Montelukast for my asthma and allergies and it definitely works to control both of these, but the side effects are bad. As directed by my doctor, I would go on and off of it during the bad times of the year--this caused severe exhaustion for several weeks. The worst side effect, which is not something they mention, is the weight gain and inability to lose weight. I really didn't notice it at first, as I started exercising regularly again at around the same time. Fast forward a year and a half, I am tracking everything I eat and the exercise I am doing--consistently 1000 calories/day deficit. My weight does not budge for four months. I start researching and something I read mentions medication. Since Montelukast is the only thing I'm on, I look up ""Montelukast and weight loss"" and find stories from people who had similar issues. I stopped taking it and within a month 10 pounds fell off of me, while eating normally. Montelukast definitely works, but beware the side effects.”",Montelukast,Asthma,0,84,0,oral
50,1,"July 24, 2018",, 11,"“Went to urgent care for breathing troubles. The nurse did a breathing treatment and prescribed me a rescue inhaler, zpac for inflammation, cetirizine and montelukast (singulair.) I was pregnant at the time. All the drugs were B-rated or above except for the singulair -a D for pregnancy. I was hesitant of this drug therefore from the start. I took it for about a week with no improvements. I woke up with a headache each day and experienced throat tightness and labored breathing- not asthma wheeziness from it. One night my throat got very tight so I took the rescue inhaler and saw no improvement. I went to the ER. The doc determined I had an anxiety reaction and not an asthma attack as my breathing sounded very clear. That night I decided to ditch the singulair and never take it again in my life. This drug caused more breathing troubles and anxiety in less than a week. I'm so glad I went with my instinct and quit the drug to protect me and my unborn child.”",Montelukast,Asthma,0,84,0,oral
51,4,"June 15, 2018",Taken for 2 to 5 years, 23,"“At 40 years old, I have had increasing allergies mostly with nasal congestion but also shortness of breathe. A couple years ago I was prescribed 10 mg of montelukast  for a respiratory infection. Once I stopped taking the medication I realized the shortness of breathe returned so my doctor prescribed it continuously. I have a gained 40 lbs in the past two years with most around my upper back and stomach. I have been off the medication for one week and have noticed a remarkable reduction in puffiness/bloating in many areas of my body. I discontinued the use because their is a greater risk of weight gain then any benefit I had.”",Montelukast,Asthma,0,84,0,oral
52,2,"May 26, 2018",Taken for 6 months to 1 year, 13,“My blood pressure is skyrocketing on montelukast.  I also have an fast heartbeat from it.    No more of this medication for me.    I do have moderate asthma.   I will have to deal with it.  Better than having a stroke.”,Montelukast,Asthma,0,84,0,oral
53,1,"May 7, 2018",, 9,"“I have problems with steroid inhalers so my GP tried this as an alternative. I have a history mental health issues and self harm. At time I took this medication I was okay mentally.

From first pill I had anxiety attacks (unusual for me) within an hour, with very fast heart beat (110 + bpm) confusion, feeling of detachment, fear, paranoia. I woke up in the night feeling frightened, disturbed, dizy. 

By day 4 was off the rails, screaming at my partner, and losing the plot, I threw out the TV, wouldn't let anyone touch me. At one point my heart rate was 175 bpm as I was running around the house stuffing my possessions in binbags because they made me angry.

This is the worst reaction I have ever had, including to psychoactive drugs like antidepressants and epilepsy meds.”",Montelukast,Asthma,0,84,0,oral
54,1,"April 30, 2018",, 16,"“DO NOT USE SINGULAIR IF YOU HAVE HAD PAST PROBLEMS WITH DEPRESSION OR ANXIETY. Here's my story.
I was put on singulair when younger so decided to ask my GP to put me on it again (22 now). It helped with my asthma a lot but I had to stop after 2 weeks as I was getting bad dreams and had heard that to be a side effect. So I went back on the inhaler and decided to only use singulair when doing vigorous activities. Took one yesterday and the dreams came back and also woke up today in a bad mood. Decided to take another pill today to keep the asthma under control while working and within an hour I was easily irritated, depressed and anxious. This continued and these emotions amplified until I was extremely angry. At the time I didn't know what was going on, so I got even more emotional and ended in a dark downward spiral. I've dealt with depression in the past so i just assumed it was ""one of those days"". It wasn't until I googled singulair and mood that I realised it was the singulair.”",Montelukast,Asthma,0,84,0,oral
55,1,"March 13, 2018",Taken for 1 to 2 years, 6,"“After several months of needing a rescue inhaler every night, I asked to be put on this drug instead of an inhaler because younger me was afraid of inhaler side effects.

This was a horrible choice. I started getting thoughts of death on an almost daily basis for about a year before I tried stopping the montelukast. Within six months I was feeling much better. 

Granted, I've had depression in the past, but I do feel like this medication has something to do with this episode. It never really worked for me, so going off if wasn't a huge loss. I'm on Advair 500/50 now and it's worked beautifully for me; I only have to use my albuterol once or twice a night per week now!”",Montelukast,Asthma,0,84,0,oral
56,3,"March 12, 2018",Taken for 6 months to 1 year, 7,"“I developed pychosis three weeks in taking this combined with certirizine. Overall, I've been on and off the montelukast for about a year. I wanted to take naps, a lot. Everything centered around energy and not having it, no matter what. I would go to the gym feeling weak, and both the weakness and fatigue have affected my progress. On and off this medicine because I'm trying to go without it and replace it with natural supplements.”",Montelukast,Asthma,0,84,0,oral
57,,"January 31, 2018",Taken for 1 to 6 months, 10,"“I have to say thay, if it weren't for the side effects. I'd love this drug. This is my second time trying it, and I love how it helped my asthma. I could breathe so much better while taking it. However both times I've attempted to take this medication. I've gone on the brink of psychosis. And I don't think I've ever truly recovered. Quick to snap. Super angry. I tasted metal and the first time I took it. I couldn't leave my bed I was so anxious. I wish this medication was for me. But I can't risk losing control like that.

Remember not everyone reacts the same. So don't go in fearful. Go in hopeful, with the knowledge that hear could happen. But don't mean they will.”",Montelukast,Asthma,0,84,0,oral
58,2,"December 27, 2017",, 8,“It made me anxious as hell.”,Montelukast,Asthma,0,84,0,oral
59,,"November 5, 2017",Taken for 1 to 6 months, 20,"“When my asthma drug was discontinued, I started taking Montelukast with horrible side effects!   For a week or so, the asthma improved and I was very happy, but then I slowly developed some type of breathing problem unrelated to Asthma.  My breathing was very heavy, and I had a chest discomfort and could barely walk to the bathroom.  Feeling of extreme anxiety and felt like I was suffocating.  I tried to do controlled breathing for hyperventilation in case this was the problem. I don't know if the drug caused me to hyperventilate or if it cause such anxiety that I hyperventilated on my own or if it was some other kind of breathing difficulty. I stopped the drug and it took about 3 weeks for symptoms to leave permanently.”",Montelukast,Asthma,0,84,0,oral
60,4,"October 24, 2017",Taken for less than 1 month, 7,"“I began taking Montelukast in October 2017 took a night time dose each day for two weeks.  After three days with the drug, tiredness and weakness set in.  By midafternoon I was ready to sleep.  Returning from my medical appointment last week, it was very difficult to stay awake and drive home.  Note, I take Ritalin daily and still felt this severe tiredness.”",Montelukast,Asthma,0,84,0,oral
